code_tokens,query_tokens
"[""def"", ""parse"", ""uri"", ""("", ""uri"", "")"", "":"", ""tokens"", ""="", ""urlparse"", ""("", ""uri"", "")"", ""if"", ""tokens"", ""."", ""netloc"", ""!"", ""="", "":"", ""logger"", ""."", ""error"", ""("", ""<"", ""str"", "">"", "","", ""uri"", "")"", ""raise"", ""value"", ""error"", ""("", ""<"", ""str"", "">"", ""<"", ""str"", "">"", ""media"", ""fire"", ""uri"", ""format"", ""error"", "":"", ""<"", ""str"", "">"", ""must"", ""start"", ""with"", ""or"", "")"", ""return"", ""posixpath"", ""."", ""normpath"", ""("", ""tokens"", ""."", ""path"", "")""]","[""parse"", ""and"", ""validate"", ""media"", ""fire"", ""uri""]"
"[""def"", ""recoverfile"", ""from"", ""lockfile"", ""("", ""self"", "","", ""lockfile"", "")"", "":"", ""if"", ""not"", ""("", ""os"", ""."", ""path"", ""."", ""isabs"", ""("", ""lockfile"", "")"", ""or"", ""lockfile"", ""."", ""startswith"", ""("", ""self"", ""."", ""outfolder"", "")"", "")"", "":"", ""lockfile"", ""="", ""self"", ""."", ""make"", ""lock"", ""path"", ""("", ""lockfile"", "")"", ""return"", ""lockfile"", ""."", ""replace"", ""("", ""lock"", ""prefix"", "","", ""<"", ""str"", "">"", ""+"", ""lock"", ""prefix"", "")""]","[""create"", ""path"", ""to"", ""recovery"", ""file"", ""with"", ""given"", ""name"", ""as"", ""base"", ""param"", ""str"", ""lockfile"", ""name"", ""of"", ""file"", ""on"", ""which"", ""to"", ""base"", ""this"", ""path"", ""perhaps"", ""already"", ""prefixed"", ""with"", ""the"", ""designation"", ""of"", ""a"", ""lock"", ""file"", ""return"", ""str"", ""path"", ""to"", ""recovery"", ""file""]"
"[""def"", ""check"", ""repo"", ""teams"", ""("", ""repo"", "","", ""allow"", ""teams"", "","", ""deny"", ""teams"", "","", ""team"", ""names"", ""="", ""none"", "")"", "":"", ""assert"", ""isinstance"", ""("", ""repo"", "","", ""github"", ""."", ""repository"", ""."", ""repository"", "")"", "","", ""type"", ""("", ""repo"", "")"", ""if"", ""not"", ""team"", ""names"", "":"", ""try"", "":"", ""team"", ""names"", ""="", ""["", ""t"", ""."", ""name"", ""for"", ""t"", ""in"", ""repo"", ""."", ""get"", ""teams"", ""("", "")"", ""]"", ""except"", ""github"", ""."", ""rate"", ""limit"", ""exceeded"", ""exception"", "":"", ""raise"", ""except"", ""github"", ""."", ""github"", ""exception"", ""as"", ""e"", "":"", ""msg"", ""="", ""raise"", ""caught"", ""repository"", ""error"", ""("", ""repo"", "","", ""e"", "","", ""msg"", "")"", ""from"", ""none"", ""if"", ""not"", ""any"", ""("", ""x"", ""in"", ""team"", ""names"", ""for"", ""x"", ""in"", ""allow"", ""teams"", "")"", ""or"", ""any"", ""("", ""x"", ""in"", ""team"", ""names"", ""for"", ""x"", ""in"", ""deny"", ""teams"", "")"", "":"", ""raise"", ""repository"", ""team"", ""membership"", ""error"", ""("", ""repo"", "","", ""team"", ""names"", "","", ""allow"", ""teams"", ""="", ""allow"", ""teams"", "","", ""deny"", ""teams"", ""="", ""deny"", ""teams"", "")""]","[""check"", ""if"", ""repo"", ""teams"", ""match"", ""allow"", ""deny"", ""lists"", ""parameters"", ""repo"", ""github"", ""repository"", ""repository"", ""repo"", ""to"", ""check"", ""for"", ""membership"", ""allow"", ""teams"", ""list"", ""str"", ""list"", ""of"", ""team"", ""names"", ""that"", ""repo"", ""must"", ""belong"", ""to"", ""at"", ""least"", ""one"", ""of"", ""deny"", ""teams"", ""list"", ""str"", ""list"", ""of"", ""team"", ""that"", ""repo"", ""must"", ""not"", ""be"", ""a"", ""member"", ""of"", ""team"", ""names"", ""list"", ""str"", ""list"", ""of"", ""the"", ""team"", ""name"", ""which"", ""the"", ""repo"", ""is"", ""a"", ""member"", ""of"", ""optional"", ""providing"", ""this"", ""list"", ""saves"", ""retrieving"", ""the"", ""list"", ""of"", ""teams"", ""from"", ""the"", ""github"", ""api"", ""raises"", ""repository"", ""team"", ""membership"", ""error"", ""upon"", ""permission"", ""error""]"
"[""def"", ""subtasks"", ""("", ""self"", "","", ""task"", "","", ""params"", ""="", ""{"", ""}"", "","", ""*"", ""*"", ""options"", "")"", "":"", ""path"", ""="", ""<"", ""str"", "">"", ""%"", ""("", ""task"", "")"", ""return"", ""self"", ""."", ""client"", ""."", ""get"", ""collection"", ""("", ""path"", "","", ""params"", "","", ""*"", ""*"", ""options"", "")""]","[""returns"", ""a"", ""compact"", ""representation"", ""of"", ""all"", ""of"", ""the"", ""subtasks"", ""of"", ""a"", ""task"", ""parameters"", ""task"", ""id"", ""the"", ""task"", ""to"", ""get"", ""the"", ""subtasks"", ""of"", ""params"", ""object"", ""parameters"", ""for"", ""the"", ""request""]"
"[""def"", ""close"", ""("", ""self"", "","", ""reason"", ""="", ""none"", "")"", "":"", ""with"", ""self"", ""."", ""closing"", "":"", ""if"", ""self"", ""."", ""closed"", "":"", ""return"", ""self"", ""."", ""websocket"", ""."", ""close"", ""("", "")"", ""self"", ""."", ""consumer"", ""."", ""join"", ""("", "")"", ""self"", ""."", ""consumer"", ""="", ""none"", ""self"", ""."", ""websocket"", ""="", ""none"", ""self"", ""."", ""closed"", ""="", ""true"", ""for"", ""cb"", ""in"", ""self"", ""."", ""close"", ""callbacks"", "":"", ""cb"", ""("", ""self"", "","", ""reason"", "")""]","[""stop"", ""consuming"", ""messages"", ""and"", ""perform"", ""an"", ""orderly"", ""shutdown"", ""if"", ""str"", ""reason"", ""str"", ""is"", ""none"", ""then"", ""this"", ""is"", ""considered"", ""a"", ""regular"", ""close""]"
"[""def"", ""close"", ""socket"", ""("", ""sock"", "")"", "":"", ""if"", ""sock"", "":"", ""try"", "":"", ""sock"", ""."", ""shutdown"", ""("", ""socket"", ""."", ""shut"", ""rdwr"", "")"", ""except"", ""exception"", "":"", ""pass"", ""try"", "":"", ""sock"", ""."", ""close"", ""("", "")"", ""except"", ""exception"", "":"", ""pass""]","[""shutdown"", ""and"", ""close"", ""the"", ""socket""]"
"[""def"", ""agp"", ""("", ""args"", "")"", "":"", ""p"", ""="", ""option"", ""parser"", ""("", ""agp"", ""."", ""doc"", "")"", ""opts"", "","", ""args"", ""="", ""p"", ""."", ""parse"", ""args"", ""("", ""args"", "")"", ""if"", ""len"", ""("", ""args"", "")"", ""!"", ""="", ""<"", ""num"", "">"", "":"", ""sys"", ""."", ""exit"", ""("", ""not"", ""p"", ""."", ""print"", ""help"", ""("", "")"", "")"", ""evidencefile"", "","", ""contigs"", ""="", ""args"", ""ef"", ""="", ""evidence"", ""file"", ""("", ""evidencefile"", "","", ""contigs"", "")"", ""agpfile"", ""="", ""evidencefile"", ""."", ""replace"", ""("", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "")"", ""ef"", ""."", ""write"", ""agp"", ""("", ""agpfile"", "")""]","[""prog"", ""agp"", ""evidencefile"", ""contigs"", ""fasta"", ""convert"", ""sspace"", ""scaffold"", ""structure"", ""to"", ""agp"", ""format""]"
"[""def"", ""find"", ""convertable"", ""object"", ""("", ""self"", "","", ""data"", "")"", "":"", ""data"", ""="", ""list"", ""("", ""data"", "")"", ""convertable"", ""object"", ""idxs"", ""="", ""["", ""idx"", ""for"", ""idx"", "","", ""obj"", ""in"", ""enumerate"", ""("", ""data"", "")"", ""if"", ""obj"", ""."", ""get"", ""("", "")"", ""in"", ""self"", ""."", ""pod"", ""types"", ""."", ""keys"", ""("", "")"", ""]"", ""if"", ""len"", ""("", ""convertable"", ""object"", ""idxs"", "")"", ""<"", ""<"", ""num"", "">"", "":"", ""raise"", ""exception"", ""("", ""kubernetes"", ""config"", ""didn"", "","", ""."", ""join"", ""("", ""self"", ""."", ""pod"", ""types"", ""."", ""keys"", ""("", "")"", "")"", "")"", "")"", ""return"", ""list"", ""("", ""data"", "")"", ""["", ""convertable"", ""object"", ""idxs"", ""["", ""<"", ""num"", "">"", ""]"", ""]""]","[""get"", ""the"", ""first"", ""instance"", ""of"", ""a"", ""str""]"
"[""def"", ""vm"", ""detach"", ""nic"", ""("", ""name"", "","", ""kwargs"", ""="", ""none"", "","", ""call"", ""="", ""none"", "")"", "":"", ""if"", ""call"", ""!"", ""="", "":"", ""raise"", ""salt"", ""cloud"", ""system"", ""exit"", ""("", "")"", ""if"", ""kwargs"", ""is"", ""none"", "":"", ""kwargs"", ""="", ""{"", ""}"", ""nic"", ""id"", ""="", ""kwargs"", ""."", ""get"", ""("", "","", ""none"", "")"", ""if"", ""nic"", ""id"", ""is"", ""none"", "":"", ""raise"", ""salt"", ""cloud"", ""system"", ""exit"", ""("", ""nic"", ""id"", "")"", ""server"", "","", ""user"", "","", ""password"", ""="", ""get"", ""xml"", ""rpc"", ""("", "")"", ""auth"", ""="", ""."", ""join"", ""("", ""["", ""user"", "","", ""password"", ""]"", "")"", ""vm"", ""id"", ""="", ""int"", ""("", ""get"", ""vm"", ""id"", ""("", ""kwargs"", ""="", ""{"", "":"", ""name"", ""}"", "")"", "")"", ""response"", ""="", ""server"", ""."", ""one"", ""."", ""vm"", ""."", ""detachnic"", ""("", ""auth"", "","", ""vm"", ""id"", "","", ""int"", ""("", ""nic"", ""id"", "")"", "")"", ""data"", ""="", ""{"", "":"", "","", "":"", ""response"", ""["", ""<"", ""num"", "">"", ""]"", "","", "":"", ""response"", ""["", ""<"", ""num"", "">"", ""]"", "","", "":"", ""response"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""}"", ""return"", ""data""]","[""detaches"", ""a"", ""disk"", ""from"", ""a"", ""virtual"", ""machine"", ""versionadded"", ""num"", ""num"", ""name"", ""the"", ""name"", ""of"", ""the"", ""vm"", ""from"", ""which"", ""to"", ""detach"", ""the"", ""network"", ""interface"", ""nic"", ""id"", ""the"", ""id"", ""of"", ""the"", ""nic"", ""to"", ""detach"", ""cli"", ""example"", ""code"", ""block"", ""bash"", ""salt"", ""cloud"", ""a"", ""vm"", ""detach"", ""nic"", ""my"", ""vm"", ""nic"", ""id"", ""num""]"
"[""def"", ""exec"", ""cmd"", ""("", ""self"", "","", ""cmdstr"", "")"", "":"", ""parts"", ""="", ""cmdstr"", ""."", ""split"", ""("", "")"", ""if"", ""len"", ""("", ""parts"", "")"", "":"", ""cmd"", "","", ""args"", ""="", ""parts"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""parts"", ""["", ""<"", ""num"", "">"", "":"", ""]"", ""self"", ""."", ""dispatch"", ""("", ""cmd"", "","", ""args"", "")"", ""else"", "":"", ""pass""]","[""parse"", ""line"", ""from"", ""cli"", ""read"", ""loop"", ""and"", ""execute"", ""provided"", ""command""]"
"[""def"", ""clean"", ""column"", ""names"", ""("", ""df"", "":"", ""data"", ""frame"", "")"", ""-"", "">"", ""data"", ""frame"", "":"", ""f"", ""="", ""df"", ""."", ""copy"", ""("", "")"", ""f"", ""."", ""columns"", ""="", ""["", ""col"", ""."", ""strip"", ""("", "")"", ""for"", ""col"", ""in"", ""f"", ""."", ""columns"", ""]"", ""return"", ""f""]","[""strip"", ""the"", ""whitespace"", ""from"", ""all"", ""column"", ""names"", ""in"", ""the"", ""given"", ""data"", ""frame"", ""and"", ""return"", ""the"", ""result""]"
"[""def"", ""symbol"", ""trades"", ""("", ""self"", "","", ""symbols"", "")"", "":"", ""skip"", ""http"", ""error"", ""("", ""("", ""<"", ""num"", "">"", "","", ""<"", ""num"", "">"", "")"", "")"", ""def"", ""fetch"", ""("", ""symbol"", "")"", "":"", ""return"", ""self"", ""."", ""api"", ""."", ""polygon"", ""."", ""last"", ""trade"", ""("", ""symbol"", "")"", ""return"", ""parallelize"", ""("", ""fetch"", "")"", ""("", ""symbols"", "")""]","[""query"", ""last"", ""trade"", ""in"", ""parallel"", ""for"", ""multiple"", ""symbols"", ""and"", ""return"", ""in"", ""dict"", ""symbols"", ""list"", ""str"", ""return"", ""dict"", ""str"", ""polygon"", ""trade""]"
"[""def"", ""archive"", ""("", ""self"", "","", ""request"", "","", ""id"", "")"", "":"", ""gist"", ""="", ""self"", ""."", ""send"", ""("", ""request"", "","", ""id"", "")"", ""."", ""json"", ""("", "")"", ""with"", ""tarfile"", ""."", ""open"", ""("", ""."", ""format"", ""("", ""id"", "")"", "","", ""mode"", ""="", "")"", ""as"", ""archive"", "":"", ""for"", ""name"", "","", ""data"", ""in"", ""gist"", ""["", ""]"", ""."", ""items"", ""("", "")"", "":"", ""with"", ""tempfile"", ""."", ""named"", ""temporary"", ""file"", ""("", "")"", ""as"", ""fp"", "":"", ""fp"", ""."", ""write"", ""("", ""data"", ""["", ""]"", "")"", ""fp"", ""."", ""flush"", ""("", "")"", ""archive"", ""."", ""add"", ""("", ""fp"", ""."", ""name"", "","", ""arcname"", ""="", ""name"", "")""]","[""create"", ""an"", ""archive"", ""of"", ""a"", ""gist"", ""the"", ""files"", ""in"", ""the"", ""gist"", ""are"", ""downloaded"", ""and"", ""added"", ""to"", ""a"", ""compressed"", ""archive"", ""tarball"", ""if"", ""the"", ""id"", ""of"", ""the"", ""gist"", ""was"", ""c"", ""78"", ""d"", ""925546"", ""e"", ""964"", ""b"", ""4"", ""b"", ""1"", ""df"", ""the"", ""resulting"", ""archive"", ""would"", ""be"", ""c"", ""78"", ""d"", ""925546"", ""e"", ""964"", ""b"", ""4"", ""b"", ""1"", ""df"", ""tar"", ""gz"", ""the"", ""archive"", ""is"", ""created"", ""in"", ""the"", ""directory"", ""where"", ""the"", ""command"", ""is"", ""invoked"", ""arguments"", ""request"", ""an"", ""initial"", ""request"", ""object"", ""id"", ""the"", ""gist"", ""identifier""]"
"[""def"", ""plot"", ""simple"", ""fault"", ""("", ""self"", "","", ""source"", "","", ""border"", ""="", "","", ""border"", ""width"", ""="", ""<"", ""num"", "">"", "")"", "":"", ""trace"", ""lons"", ""="", ""np"", ""."", ""array"", ""("", ""["", ""pnt"", ""."", ""longitude"", ""for"", ""pnt"", ""in"", ""source"", ""."", ""fault"", ""trace"", ""."", ""points"", ""]"", "")"", ""trace"", ""lats"", ""="", ""np"", ""."", ""array"", ""("", ""["", ""pnt"", ""."", ""latitude"", ""for"", ""pnt"", ""in"", ""source"", ""."", ""fault"", ""trace"", ""."", ""points"", ""]"", "")"", ""surface"", ""projection"", ""="", ""fault"", ""polygon"", ""from"", ""mesh"", ""("", ""source"", "")"", ""x"", "","", ""y"", ""="", ""self"", ""."", ""m"", ""("", ""surface"", ""projection"", ""["", "":"", "","", ""<"", ""num"", "">"", ""]"", "","", ""surface"", ""projection"", ""["", "":"", "","", ""<"", ""num"", "">"", ""]"", "")"", ""self"", ""."", ""m"", ""."", ""plot"", ""("", ""x"", "","", ""y"", "","", ""border"", "","", ""linewidth"", ""="", ""border"", ""width"", "")"", ""x"", "","", ""y"", ""="", ""self"", ""."", ""m"", ""("", ""trace"", ""lons"", "","", ""trace"", ""lats"", "")"", ""self"", ""."", ""m"", ""."", ""plot"", ""("", ""x"", "","", ""y"", "","", ""border"", "","", ""linewidth"", ""="", ""<"", ""num"", "">"", ""*"", ""border"", ""width"", "")""]","[""plots"", ""the"", ""simple"", ""fault"", ""source"", ""as"", ""a"", ""composite"", ""of"", ""the"", ""fault"", ""trace"", ""and"", ""the"", ""surface"", ""projection"", ""of"", ""the"", ""fault"", ""param"", ""source"", ""fault"", ""source"", ""as"", ""instance"", ""of"", ""class"", ""mtk"", ""simple"", ""fault"", ""source"", ""param"", ""str"", ""border"", ""line"", ""properties"", ""of"", ""border"", ""see"", ""matplotlib"", ""documentation"", ""for"", ""detail"", ""param"", ""float"", ""border"", ""width"", ""line"", ""width"", ""of"", ""border"", ""see"", ""matplotlib"", ""documentation"", ""for"", ""detail""]"
"[""def"", ""simplify"", ""("", ""source"", "","", ""kink"", ""="", ""<"", ""num"", "">"", "")"", "":"", ""source"", ""coord"", ""="", ""map"", ""("", ""lambda"", ""o"", "":"", ""{"", ""<"", ""str"", "">"", "":"", ""o"", ""."", ""coordinates"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""<"", ""str"", "">"", "":"", ""o"", ""."", ""coordinates"", ""["", ""<"", ""num"", "">"", ""]"", ""}"", "","", ""source"", "")"", ""f"", ""="", ""("", ""math"", ""."", ""pi"", ""/"", ""<"", ""num"", "">"", "")"", ""*"", ""<"", ""num"", "">"", ""index"", ""="", ""["", ""]"", ""sig"", ""start"", ""="", ""["", ""]"", ""sig"", ""end"", ""="", ""["", ""]"", ""count"", ""="", ""len"", ""("", ""source"", ""coord"", "")"", ""if"", ""count"", ""<"", ""<"", ""num"", "">"", "":"", ""return"", ""source"", ""coord"", ""band"", ""sqr"", ""="", ""kink"", ""*"", ""<"", ""num"", "">"", ""/"", ""("", ""<"", ""num"", "">"", ""*"", ""math"", ""."", ""pi"", ""*"", ""<"", ""num"", "">"", "")"", ""band"", ""sqr"", ""*"", ""="", ""band"", ""sqr"", ""n"", ""dest"", ""="", ""<"", ""num"", "">"", ""sig"", ""start"", ""["", ""<"", ""num"", "">"", ""]"", ""="", ""<"", ""num"", "">"", ""sig"", ""end"", ""["", ""<"", ""num"", "">"", ""]"", ""="", ""count"", ""-"", ""<"", ""num"", "">"", ""n"", ""stack"", ""="", ""<"", ""num"", "">"", ""while"", ""n"", ""stack"", "">"", ""<"", ""num"", "">"", "":"", ""start"", ""="", ""sig"", ""start"", ""["", ""n"", ""stack"", ""-"", ""<"", ""num"", "">"", ""]"", ""end"", ""="", ""sig"", ""end"", ""["", ""n"", ""stack"", ""-"", ""<"", ""num"", "">"", ""]"", ""n"", ""stack"", ""-"", ""="", ""<"", ""num"", "">"", ""if"", ""("", ""end"", ""-"", ""start"", "")"", "">"", ""<"", ""num"", "">"", "":"", ""x"", ""12"", ""="", ""source"", ""["", ""end"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""-"", ""source"", ""["", ""start"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""y"", ""12"", ""="", ""source"", ""["", ""end"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""-"", ""source"", ""["", ""start"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""if"", ""math"", ""."", ""fabs"", ""("", ""x"", ""12"", "")"", "">"", ""<"", ""num"", "">"", "":"", ""x"", ""12"", ""="", ""<"", ""num"", "">"", ""-"", ""math"", ""."", ""fabs"", ""("", ""x"", ""12"", "")"", ""x"", ""12"", ""*"", ""="", ""math"", ""."", ""cos"", ""("", ""f"", ""*"", ""("", ""source"", ""["", ""end"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""+"", ""source"", ""["", ""start"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""d"", ""12"", ""="", ""("", ""x"", ""12"", ""*"", ""x"", ""12"", "")"", ""+"", ""("", ""y"", ""12"", ""*"", ""y"", ""12"", "")"", ""i"", ""="", ""start"", ""+"", ""<"", ""num"", "">"", ""sig"", ""="", ""start"", ""max"", ""dev"", ""sqr"", ""="", ""-"", ""<"", ""num"", "">"", ""while"", ""i"", ""<"", ""end"", "":"", ""x"", ""13"", ""="", ""source"", ""["", ""i"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""-"", ""source"", ""["", ""start"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""y"", ""13"", ""="", ""source"", ""["", ""i"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""-"", ""source"", ""["", ""start"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""if"", ""math"", ""."", ""fabs"", ""("", ""x"", ""13"", "")"", "">"", ""<"", ""num"", "">"", "":"", ""x"", ""13"", ""="", ""<"", ""num"", "">"", ""-"", ""math"", ""."", ""fabs"", ""("", ""x"", ""13"", "")"", ""x"", ""13"", ""*"", ""="", ""math"", ""."", ""cos"", ""("", ""f"", ""*"", ""("", ""source"", ""["", ""i"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""+"", ""source"", ""["", ""start"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""d"", ""13"", ""="", ""("", ""x"", ""13"", ""*"", ""x"", ""13"", "")"", ""+"", ""("", ""y"", ""13"", ""*"", ""y"", ""13"", "")"", ""x"", ""23"", ""="", ""source"", ""["", ""i"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""-"", ""source"", ""["", ""end"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""y"", ""23"", ""="", ""source"", ""["", ""i"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""-"", ""source"", ""["", ""end"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""if"", ""math"", ""."", ""fabs"", ""("", ""x"", ""23"", "")"", "">"", ""<"", ""num"", "">"", "":"", ""x"", ""23"", ""="", ""<"", ""num"", "">"", ""-"", ""math"", ""."", ""fabs"", ""("", ""x"", ""23"", "")"", ""x"", ""23"", ""*"", ""="", ""math"", ""."", ""cos"", ""("", ""f"", ""*"", ""("", ""source"", ""["", ""i"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""+"", ""source"", ""["", ""end"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""d"", ""23"", ""="", ""("", ""x"", ""23"", ""*"", ""x"", ""23"", "")"", ""+"", ""("", ""y"", ""23"", ""*"", ""y"", ""23"", "")"", ""if"", ""d"", ""13"", "">"", ""="", ""("", ""d"", ""12"", ""+"", ""d"", ""23"", "")"", "":"", ""dev"", ""sqr"", ""="", ""d"", ""23"", ""elif"", ""d"", ""23"", "">"", ""="", ""("", ""d"", ""12"", ""+"", ""d"", ""13"", "")"", "":"", ""dev"", ""sqr"", ""="", ""d"", ""13"", ""else"", "":"", ""dev"", ""sqr"", ""="", ""("", ""x"", ""13"", ""*"", ""y"", ""12"", ""-"", ""y"", ""13"", ""*"", ""x"", ""12"", "")"", ""*"", ""("", ""x"", ""13"", ""*"", ""y"", ""12"", ""-"", ""y"", ""13"", ""*"", ""x"", ""12"", "")"", ""/"", ""d"", ""12"", ""if"", ""dev"", ""sqr"", "">"", ""max"", ""dev"", ""sqr"", "":"", ""sig"", ""="", ""i"", ""max"", ""dev"", ""sqr"", ""="", ""dev"", ""sqr"", ""i"", ""+"", ""="", ""<"", ""num"", "">"", ""if"", ""max"", ""dev"", ""sqr"", ""<"", ""band"", ""sqr"", "":"", ""index"", ""["", ""n"", ""dest"", ""]"", ""="", ""start"", ""n"", ""dest"", ""+"", ""="", ""<"", ""num"", "">"", ""else"", "":"", ""n"", ""stack"", ""+"", ""="", ""<"", ""num"", "">"", ""sig"", ""start"", ""["", ""n"", ""stack"", ""-"", ""<"", ""num"", "">"", ""]"", ""="", ""sig"", ""sig"", ""end"", ""["", ""n"", ""stack"", ""-"", ""<"", ""num"", "">"", ""]"", ""="", ""end"", ""n"", ""stack"", ""+"", ""="", ""<"", ""num"", "">"", ""sig"", ""start"", ""["", ""n"", ""stack"", ""-"", ""<"", ""num"", "">"", ""]"", ""="", ""start"", ""sig"", ""end"", ""["", ""n"", ""stack"", ""-"", ""<"", ""num"", "">"", ""]"", ""="", ""sig"", ""else"", "":"", ""index"", ""["", ""n"", ""dest"", ""]"", ""="", ""start"", ""n"", ""dest"", ""+"", ""="", ""<"", ""num"", "">"", ""index"", ""["", ""n"", ""dest"", ""]"", ""="", ""count"", ""-"", ""<"", ""num"", "">"", ""n"", ""dest"", ""+"", ""="", ""<"", ""num"", "">"", ""r"", ""="", ""["", ""]"", ""for"", ""i"", ""in"", ""range"", ""("", ""<"", ""num"", "">"", "","", ""n"", ""dest"", "")"", "":"", ""r"", ""."", ""append"", ""("", ""source"", ""coord"", ""["", ""index"", ""["", ""i"", ""]"", ""]"", "")"", ""return"", ""map"", ""("", ""lambda"", ""o"", "":"", ""{"", ""<"", ""str"", "">"", "":"", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "":"", ""["", ""o"", ""."", ""lng"", "","", ""o"", ""."", ""lat"", ""]"", ""}"", "","", ""r"", "")""]","[""source"", ""array"", ""of"", ""geojson"", ""points"", ""kink"", ""in"", ""metres"", ""kinks"", ""above"", ""this"", ""depth"", ""kept"", ""kink"", ""depth"", ""is"", ""the"", ""height"", ""of"", ""the"", ""triangle"", ""abc"", ""where"", ""a"", ""b"", ""and"", ""b"", ""c"", ""are"", ""two"", ""consecutive"", ""line"", ""segments""]"
