code_id,code,code_tokens
11,"def get_lock(key, value=None, expiry_time=60):
    
    from uliweb.utils.common import get_uuid

    redis = get_redis()
    value = value or get_uuid()
    return redis.set(key, value, ex=expiry_time, nx=True)","[""def"", ""get"", ""lock"", ""("", ""key"", "","", ""value"", ""="", ""none"", "","", ""expiry"", ""time"", ""="", ""<"", ""num"", "">"", "")"", "":"", ""from"", ""uliweb"", ""."", ""utils"", ""."", ""common"", ""import"", ""get"", ""uuid"", ""redis"", ""="", ""get"", ""redis"", ""("", "")"", ""value"", ""="", ""value"", ""or"", ""get"", ""uuid"", ""("", "")"", ""return"", ""redis"", ""."", ""set"", ""("", ""key"", "","", ""value"", "","", ""ex"", ""="", ""expiry"", ""time"", "","", ""nx"", ""="", ""true"", "")""]"
12,"def regional_maximum(image, mask = None, structure=None, ties_are_ok=False):
    
    global eight_connect
    if not ties_are_ok:
        
        
        
        result = regional_maximum(image, mask, structure, True)
        if not np.any(result):
            return result
        distance = scind.distance_transform_edt(result)
        
        
        
        
        
        labels, label_count = scind.label(result, eight_connect)
        np.random.seed(0)
        ro_distance = rank_order(distance)[0].astype(float)
        count = np.product(ro_distance.shape)
        ro_distance.flat += (np.random.permutation(count).astype(float) / 
                             float(count))
        positions = scind.maximum_position(ro_distance, labels,
                                           np.arange(label_count)+1)
        positions = np.array(positions, np.uint32)
        result = np.zeros(image.shape, bool)
        if positions.ndim == 1:
            result[positions[0],positions[1]] = True
        else:
            result[positions[:,0],positions[:,1]] = True
        return result
    result = np.ones(image.shape,bool)
    if structure is None:
        structure = scind.generate_binary_structure(image.ndim, image.ndim)
    
    
    
    
    big_mask = np.zeros(np.array(image.shape) + np.array(structure.shape), bool)
    structure_half_shape = np.array(structure.shape)//2
    big_mask[structure_half_shape[0]:structure_half_shape[0]+image.shape[0],
             structure_half_shape[1]:structure_half_shape[1]+image.shape[1]]=\
        mask if mask is not None else True
    for i in range(structure.shape[0]):
        off_i = i-structure_half_shape[0]
        for j in range(structure.shape[1]):
            if i == structure_half_shape[0] and j == structure_half_shape[1]:
                continue
            off_j = j-structure_half_shape[1]
            if structure[i,j]:
                result = np.logical_and(result, big_mask[i:i+image.shape[0],
                                                         j:j+image.shape[1]])
                
                
                
                
                src_i_min = max(0,-off_i)
                src_i_max = min(image.shape[0], image.shape[0]-off_i)
                off_i_min = max(0,off_i)
                off_i_max = min(image.shape[0], image.shape[0]+off_i)
                src_j_min = max(0,-off_j)
                src_j_max = min(image.shape[1], image.shape[1]-off_j)
                off_j_min = max(0,off_j)
                off_j_max = min(image.shape[1], image.shape[1]+off_j)
                min_mask = (image[src_i_min:src_i_max,
                                  src_j_min:src_j_max] <
                            image[off_i_min:off_i_max,
                                  off_j_min:off_j_max])
                result[src_i_min:src_i_max,
                       src_j_min:src_j_max][min_mask] = False
    return result","[""def"", ""regional"", ""maximum"", ""("", ""image"", "","", ""mask"", ""="", ""none"", "","", ""structure"", ""="", ""none"", "","", ""ties"", ""are"", ""ok"", ""="", ""false"", "")"", "":"", ""global"", ""eight"", ""connect"", ""if"", ""not"", ""ties"", ""are"", ""ok"", "":"", ""result"", ""="", ""regional"", ""maximum"", ""("", ""image"", "","", ""mask"", "","", ""structure"", "","", ""true"", "")"", ""if"", ""not"", ""np"", ""."", ""any"", ""("", ""result"", "")"", "":"", ""return"", ""result"", ""distance"", ""="", ""scind"", ""."", ""distance"", ""transform"", ""edt"", ""("", ""result"", "")"", ""labels"", "","", ""label"", ""count"", ""="", ""scind"", ""."", ""label"", ""("", ""result"", "","", ""eight"", ""connect"", "")"", ""np"", ""."", ""random"", ""."", ""seed"", ""("", ""<"", ""num"", "">"", "")"", ""ro"", ""distance"", ""="", ""rank"", ""order"", ""("", ""distance"", "")"", ""["", ""<"", ""num"", "">"", ""]"", ""."", ""astype"", ""("", ""float"", "")"", ""count"", ""="", ""np"", ""."", ""product"", ""("", ""ro"", ""distance"", ""."", ""shape"", "")"", ""ro"", ""distance"", ""."", ""flat"", ""+"", ""="", ""("", ""np"", ""."", ""random"", ""."", ""permutation"", ""("", ""count"", "")"", ""."", ""astype"", ""("", ""float"", "")"", ""/"", ""float"", ""("", ""count"", "")"", "")"", ""positions"", ""="", ""scind"", ""."", ""maximum"", ""position"", ""("", ""ro"", ""distance"", "","", ""labels"", "","", ""np"", ""."", ""arange"", ""("", ""label"", ""count"", "")"", ""+"", ""<"", ""num"", "">"", "")"", ""positions"", ""="", ""np"", ""."", ""array"", ""("", ""positions"", "","", ""np"", ""."", ""uint"", ""32"", "")"", ""result"", ""="", ""np"", ""."", ""zeros"", ""("", ""image"", ""."", ""shape"", "","", ""bool"", "")"", ""if"", ""positions"", ""."", ""ndim"", ""="", ""="", ""<"", ""num"", "">"", "":"", ""result"", ""["", ""positions"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""positions"", ""["", ""<"", ""num"", "">"", ""]"", ""]"", ""="", ""true"", ""else"", "":"", ""result"", ""["", ""positions"", ""["", "":"", "","", ""<"", ""num"", "">"", ""]"", "","", ""positions"", ""["", "":"", "","", ""<"", ""num"", "">"", ""]"", ""]"", ""="", ""true"", ""return"", ""result"", ""result"", ""="", ""np"", ""."", ""ones"", ""("", ""image"", ""."", ""shape"", "","", ""bool"", "")"", ""if"", ""structure"", ""is"", ""none"", "":"", ""structure"", ""="", ""scind"", ""."", ""generate"", ""binary"", ""structure"", ""("", ""image"", ""."", ""ndim"", "","", ""image"", ""."", ""ndim"", "")"", ""big"", ""mask"", ""="", ""np"", ""."", ""zeros"", ""("", ""np"", ""."", ""array"", ""("", ""image"", ""."", ""shape"", "")"", ""+"", ""np"", ""."", ""array"", ""("", ""structure"", ""."", ""shape"", "")"", "","", ""bool"", "")"", ""structure"", ""half"", ""shape"", ""="", ""np"", ""."", ""array"", ""("", ""structure"", ""."", ""shape"", "")"", ""big"", ""mask"", ""["", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "":"", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""+"", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "":"", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""+"", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""]"", ""="", ""mask"", ""if"", ""mask"", ""is"", ""not"", ""none"", ""else"", ""true"", ""for"", ""i"", ""in"", ""range"", ""("", ""structure"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "")"", "":"", ""off"", ""i"", ""="", ""i"", ""-"", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""for"", ""j"", ""in"", ""range"", ""("", ""structure"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "")"", "":"", ""if"", ""i"", ""="", ""="", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""and"", ""j"", ""="", ""="", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "":"", ""continue"", ""off"", ""j"", ""="", ""j"", ""-"", ""structure"", ""half"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""if"", ""structure"", ""["", ""i"", "","", ""j"", ""]"", "":"", ""result"", ""="", ""np"", ""."", ""logical"", ""and"", ""("", ""result"", "","", ""big"", ""mask"", ""["", ""i"", "":"", ""i"", ""+"", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""j"", "":"", ""j"", ""+"", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""]"", "")"", ""src"", ""i"", ""min"", ""="", ""max"", ""("", ""<"", ""num"", "">"", "","", ""-"", ""off"", ""i"", "")"", ""src"", ""i"", ""max"", ""="", ""min"", ""("", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""-"", ""off"", ""i"", "")"", ""off"", ""i"", ""min"", ""="", ""max"", ""("", ""<"", ""num"", "">"", "","", ""off"", ""i"", "")"", ""off"", ""i"", ""max"", ""="", ""min"", ""("", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""+"", ""off"", ""i"", "")"", ""src"", ""j"", ""min"", ""="", ""max"", ""("", ""<"", ""num"", "">"", "","", ""-"", ""off"", ""j"", "")"", ""src"", ""j"", ""max"", ""="", ""min"", ""("", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""-"", ""off"", ""j"", "")"", ""off"", ""j"", ""min"", ""="", ""max"", ""("", ""<"", ""num"", "">"", "","", ""off"", ""j"", "")"", ""off"", ""j"", ""max"", ""="", ""min"", ""("", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""image"", ""."", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", ""+"", ""off"", ""j"", "")"", ""min"", ""mask"", ""="", ""("", ""image"", ""["", ""src"", ""i"", ""min"", "":"", ""src"", ""i"", ""max"", "","", ""src"", ""j"", ""min"", "":"", ""src"", ""j"", ""max"", ""]"", ""<"", ""image"", ""["", ""off"", ""i"", ""min"", "":"", ""off"", ""i"", ""max"", "","", ""off"", ""j"", ""min"", "":"", ""off"", ""j"", ""max"", ""]"", "")"", ""result"", ""["", ""src"", ""i"", ""min"", "":"", ""src"", ""i"", ""max"", "","", ""src"", ""j"", ""min"", "":"", ""src"", ""j"", ""max"", ""]"", ""["", ""min"", ""mask"", ""]"", ""="", ""false"", ""return"", ""result""]"
13,"def job_skipped(self, job, queue):
        
        job.queued.delete()
        self.log(self.job_skipped_message(job, queue), level=)
        if hasattr(job, ):
            job.on_skipped(queue)","[""def"", ""job"", ""skipped"", ""("", ""self"", "","", ""job"", "","", ""queue"", "")"", "":"", ""job"", ""."", ""queued"", ""."", ""delete"", ""("", "")"", ""self"", ""."", ""log"", ""("", ""self"", ""."", ""job"", ""skipped"", ""message"", ""("", ""job"", "","", ""queue"", "")"", "","", ""level"", ""="", "")"", ""if"", ""hasattr"", ""("", ""job"", "","", "")"", "":"", ""job"", ""."", ""on"", ""skipped"", ""("", ""queue"", "")""]"
14,"def p_items(self, p):
        
        p[0] = p[1] + (p[2],)
        p.set_lineno(0, p.lineno(1))","[""def"", ""p"", ""items"", ""("", ""self"", "","", ""p"", "")"", "":"", ""p"", ""["", ""<"", ""num"", "">"", ""]"", ""="", ""p"", ""["", ""<"", ""num"", "">"", ""]"", ""+"", ""("", ""p"", ""["", ""<"", ""num"", "">"", ""]"", "","", "")"", ""p"", ""."", ""set"", ""lineno"", ""("", ""<"", ""num"", "">"", "","", ""p"", ""."", ""lineno"", ""("", ""<"", ""num"", "">"", "")"", "")""]"
15,"def get_style(self, style):
        
        style_key = tuple(style.items())
        s = self.STYLE_FACTORY.get(style_key, None)
        if s is None:
            s = xlwt.XFStyle()
            for key, values in style.items():
                if key == ""background"":
                    p = xlwt.Pattern()
                    for attr, value in values:
                        p.__setattr__(attr, value)
                    s.pattern = p
                elif key == ""format"":
                    s.num_format_str = values
                elif key == ""alignment"":
                    a = xlwt.Alignment()
                    for attr, value in values:
                        a.__setattr__(attr, value)
                    s.alignment = a
                elif key == ""border"":
                    b = xlwt.Formatting.Borders()
                    for attr, value in values:
                        b.__setattr__(attr, value)
                    s.borders = b
                elif key == ""font"":
                    f = self.get_font(values)
                    s.font = f
            self.STYLE_FACTORY[style_key] = s
        return s","[""def"", ""get"", ""style"", ""("", ""self"", "","", ""style"", "")"", "":"", ""style"", ""key"", ""="", ""tuple"", ""("", ""style"", ""."", ""items"", ""("", "")"", "")"", ""s"", ""="", ""self"", ""."", ""style"", ""factory"", ""."", ""get"", ""("", ""style"", ""key"", "","", ""none"", "")"", ""if"", ""s"", ""is"", ""none"", "":"", ""s"", ""="", ""xlwt"", ""."", ""xf"", ""style"", ""("", "")"", ""for"", ""key"", "","", ""values"", ""in"", ""style"", ""."", ""items"", ""("", "")"", "":"", ""if"", ""key"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""p"", ""="", ""xlwt"", ""."", ""pattern"", ""("", "")"", ""for"", ""attr"", "","", ""value"", ""in"", ""values"", "":"", ""p"", ""."", ""setattr"", ""("", ""attr"", "","", ""value"", "")"", ""s"", ""."", ""pattern"", ""="", ""p"", ""elif"", ""key"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""s"", ""."", ""num"", ""format"", ""str"", ""="", ""values"", ""elif"", ""key"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""a"", ""="", ""xlwt"", ""."", ""alignment"", ""("", "")"", ""for"", ""attr"", "","", ""value"", ""in"", ""values"", "":"", ""a"", ""."", ""setattr"", ""("", ""attr"", "","", ""value"", "")"", ""s"", ""."", ""alignment"", ""="", ""a"", ""elif"", ""key"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""b"", ""="", ""xlwt"", ""."", ""formatting"", ""."", ""borders"", ""("", "")"", ""for"", ""attr"", "","", ""value"", ""in"", ""values"", "":"", ""b"", ""."", ""setattr"", ""("", ""attr"", "","", ""value"", "")"", ""s"", ""."", ""borders"", ""="", ""b"", ""elif"", ""key"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""f"", ""="", ""self"", ""."", ""get"", ""font"", ""("", ""values"", "")"", ""s"", ""."", ""font"", ""="", ""f"", ""self"", ""."", ""style"", ""factory"", ""["", ""style"", ""key"", ""]"", ""="", ""s"", ""return"", ""s""]"
16,"def get_private_rooms(self, **kwargs):
        
        return GetPrivateRooms(settings=self.settings, **kwargs).call(**kwargs)","[""def"", ""get"", ""private"", ""rooms"", ""("", ""self"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""return"", ""get"", ""private"", ""rooms"", ""("", ""settings"", ""="", ""self"", ""."", ""settings"", "","", ""*"", ""*"", ""kwargs"", "")"", ""."", ""call"", ""("", ""*"", ""*"", ""kwargs"", "")""]"
17,"def time_snowflake(datetime_obj, high=False):
    
    unix_seconds = (datetime_obj - type(datetime_obj)(1970, 1, 1)).total_seconds()
    discord_millis = int(unix_seconds * 1000 - DISCORD_EPOCH)

    return (discord_millis << 22) + (2**22-1 if high else 0)","[""def"", ""time"", ""snowflake"", ""("", ""datetime"", ""obj"", "","", ""high"", ""="", ""false"", "")"", "":"", ""unix"", ""seconds"", ""="", ""("", ""datetime"", ""obj"", ""-"", ""type"", ""("", ""datetime"", ""obj"", "")"", ""("", ""<"", ""num"", "">"", "","", ""<"", ""num"", "">"", "","", ""<"", ""num"", "">"", "")"", "")"", ""."", ""total"", ""seconds"", ""("", "")"", ""discord"", ""millis"", ""="", ""int"", ""("", ""unix"", ""seconds"", ""*"", ""<"", ""num"", "">"", ""-"", ""discord"", ""epoch"", "")"", ""return"", ""("", ""discord"", ""millis"", ""<"", ""<"", ""<"", ""num"", "">"", "")"", ""+"", ""("", ""<"", ""num"", "">"", ""*"", ""*"", ""<"", ""num"", "">"", ""-"", ""<"", ""num"", "">"", ""if"", ""high"", ""else"", ""<"", ""num"", "">"", "")""]"
18,"def ancestors(self, node, relations=None, reflexive=False):
        
        if reflexive:
            ancs = self.ancestors(node, relations, reflexive=False)
            ancs.append(node)
            return ancs

        g = None
        if relations is None:
            g = self.get_graph()
        else:
            g = self.get_filtered_graph(relations)
        if node in g:
            return list(nx.ancestors(g, node))
        else:
            return []","[""def"", ""ancestors"", ""("", ""self"", "","", ""node"", "","", ""relations"", ""="", ""none"", "","", ""reflexive"", ""="", ""false"", "")"", "":"", ""if"", ""reflexive"", "":"", ""ancs"", ""="", ""self"", ""."", ""ancestors"", ""("", ""node"", "","", ""relations"", "","", ""reflexive"", ""="", ""false"", "")"", ""ancs"", ""."", ""append"", ""("", ""node"", "")"", ""return"", ""ancs"", ""g"", ""="", ""none"", ""if"", ""relations"", ""is"", ""none"", "":"", ""g"", ""="", ""self"", ""."", ""get"", ""graph"", ""("", "")"", ""else"", "":"", ""g"", ""="", ""self"", ""."", ""get"", ""filtered"", ""graph"", ""("", ""relations"", "")"", ""if"", ""node"", ""in"", ""g"", "":"", ""return"", ""list"", ""("", ""nx"", ""."", ""ancestors"", ""("", ""g"", "","", ""node"", "")"", "")"", ""else"", "":"", ""return"", ""["", ""]""]"
19,"def p_review_date_1(self, p):
        
        try:
            if six.PY2:
                value = p[2].decode(encoding=)
            else:
                value = p[2]
            self.builder.add_review_date(self.document, value)
        except CardinalityError:
            self.more_than_one_error(, p.lineno(1))
        except OrderError:
            self.order_error(, , p.lineno(1))","[""def"", ""p"", ""review"", ""date"", ""1"", ""("", ""self"", "","", ""p"", "")"", "":"", ""try"", "":"", ""if"", ""six"", ""."", ""py"", ""2"", "":"", ""value"", ""="", ""p"", ""["", ""<"", ""num"", "">"", ""]"", ""."", ""decode"", ""("", ""encoding"", ""="", "")"", ""else"", "":"", ""value"", ""="", ""p"", ""["", ""<"", ""num"", "">"", ""]"", ""self"", ""."", ""builder"", ""."", ""add"", ""review"", ""date"", ""("", ""self"", ""."", ""document"", "","", ""value"", "")"", ""except"", ""cardinality"", ""error"", "":"", ""self"", ""."", ""more"", ""than"", ""one"", ""error"", ""("", "","", ""p"", ""."", ""lineno"", ""("", ""<"", ""num"", "">"", "")"", "")"", ""except"", ""order"", ""error"", "":"", ""self"", ""."", ""order"", ""error"", ""("", "","", "","", ""p"", ""."", ""lineno"", ""("", ""<"", ""num"", "">"", "")"", "")""]"
20,"def decode_ast(registry, ast_json):
    
    if ast_json.get(""@type""):
        subclass = registry.get_cls(ast_json[""@type""], tuple(ast_json[""@fields""]))
        return subclass(
            ast_json[""children""],
            ast_json[""field_references""],
            ast_json[""label_references""],
            position=ast_json[""@position""],
        )
    else:
        return ast_json","[""def"", ""decode"", ""ast"", ""("", ""registry"", "","", ""ast"", ""json"", "")"", "":"", ""if"", ""ast"", ""json"", ""."", ""get"", ""("", ""<"", ""str"", "">"", "")"", "":"", ""subclass"", ""="", ""registry"", ""."", ""get"", ""cls"", ""("", ""ast"", ""json"", ""["", ""<"", ""str"", "">"", ""]"", "","", ""tuple"", ""("", ""ast"", ""json"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""return"", ""subclass"", ""("", ""ast"", ""json"", ""["", ""<"", ""str"", "">"", ""]"", "","", ""ast"", ""json"", ""["", ""<"", ""str"", "">"", ""]"", "","", ""ast"", ""json"", ""["", ""<"", ""str"", "">"", ""]"", "","", ""position"", ""="", ""ast"", ""json"", ""["", ""<"", ""str"", "">"", ""]"", "","", "")"", ""else"", "":"", ""return"", ""ast"", ""json""]"
21,"def make_abstract_dist(req):
    
    
    if req.editable:
        return IsSDist(req)
    elif req.link and req.link.is_wheel:
        return IsWheel(req)
    else:
        return IsSDist(req)","[""def"", ""make"", ""abstract"", ""dist"", ""("", ""req"", "")"", "":"", ""if"", ""req"", ""."", ""editable"", "":"", ""return"", ""is"", ""s"", ""dist"", ""("", ""req"", "")"", ""elif"", ""req"", ""."", ""link"", ""and"", ""req"", ""."", ""link"", ""."", ""is"", ""wheel"", "":"", ""return"", ""is"", ""wheel"", ""("", ""req"", "")"", ""else"", "":"", ""return"", ""is"", ""s"", ""dist"", ""("", ""req"", "")""]"
22,"def load(self):
		
		glTexImage3D(GL_TEXTURE_3D, 0, GL_LUMINANCE16_ALPHA16, 
			self.width, self.width, self.width, 0, GL_LUMINANCE_ALPHA, 
			GL_UNSIGNED_SHORT, ctypes.byref(self.data))","[""def"", ""load"", ""("", ""self"", "")"", "":"", ""gl"", ""tex"", ""image"", ""3"", ""d"", ""("", ""gl"", ""texture"", ""3"", ""d"", "","", ""<"", ""num"", "">"", "","", ""gl"", ""luminance"", ""16"", ""alpha"", ""16"", "","", ""self"", ""."", ""width"", "","", ""self"", ""."", ""width"", "","", ""self"", ""."", ""width"", "","", ""<"", ""num"", "">"", "","", ""gl"", ""luminance"", ""alpha"", "","", ""gl"", ""unsigned"", ""short"", "","", ""ctypes"", ""."", ""byref"", ""("", ""self"", ""."", ""data"", "")"", "")""]"
